"REF_DATE","GEO","DGUID","Sex","Pre-admission experience","Immigrant admission category","Years since admission","Income type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","10900","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","5500","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","10600","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","8300","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","10000","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","8600","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","8100","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","8700","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","7800","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","9600","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","8600","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","10100","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","7200","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","9700","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365182","1.1.1.17.1.6.4","9800","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","17120","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","15525","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","16415","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","20765","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","23255","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","20720","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","17450","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","13370","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","14330","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","15705","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","17830","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","14335","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","15430","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","15260","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","19515","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365443","1.1.1.18.1.6.1","31275","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","8205","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","7190","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","8200","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","11650","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","13435","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","11305","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","8915","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","6315","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","6020","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","6885","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","8235","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","6845","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","7380","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","6800","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","7240","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365444","1.1.1.18.1.6.2","11265","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","15700","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","15700","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","17200","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","17200","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","18000","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","16500","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","16600","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","16400","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","16300","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","17500","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","17600","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","18400","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","17700","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","18300","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","16500","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365445","1.1.1.18.1.6.3","13100","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","11900","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","11900","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","13600","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","13300","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","14400","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","12600","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","12100","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","11600","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","11500","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","13000","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","13300","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","13700","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","12800","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","13000","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","11100","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365446","1.1.1.18.1.6.4","8800","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4835","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4200","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4100","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","3945","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","3870","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","3940","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4075","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","3970","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4180","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4090","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4145","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","3085","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","3305","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4405","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","4930","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365707","1.1.1.19.1.6.1","9970","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","1100","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","640","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","585","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","740","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","640","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","770","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","615","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","605","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","430","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","355","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","330","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","300","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","385","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","435","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","450","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Total with income","Persons","249","units","0","v1035365708","1.1.1.19.1.6.2","820","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","6900","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","4900","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","4700","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","4900","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","5700","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","5200","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","4300","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","5200","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","3900","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","4300","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","4300","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","5600","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","5500","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","5000","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","5200","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035365709","1.1.1.19.1.6.3","4100","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","3400","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2700","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2600","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2800","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","3100","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","3100","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2500","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","3000","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","1900","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2800","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2200","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","3000","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2600","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2900","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","3000","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Government-assisted refugee","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035365710","1.1.1.19.1.6.4","2200","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Privately sponsored refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365971","1.1.1.20.1.6.1","1935","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Privately sponsored refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365971","1.1.1.20.1.6.1","1750","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Privately sponsored refugee","0 years since admission","All income","Total count","Persons","249","units","0","v1035365971","1.1.1.20.1.6.1","1830","","","","0"
